title,rating,numberOfRatings
Barbershop: The Next Cut (2016),2.5,1
Bats (1999),2.5,1
"Bay, The (2012)",2.5,1
Beautiful Losers (2008),2.5,1
Beowulf & Grendel (2005),2.5,1
Best Defense (1984),2.5,1
Best of the Best (1989),2.5,1
"Big Doll House, The (1971)",2.5,1
BlacKkKlansman (2018),2.5,1
Black Book (Zwartboek) (2006),2.5,1
Blackrock (1997),2.5,1
Bloodmoon (1997),2.5,1
Blueberry (2004),2.5,1
Bo Burnham: Make Happy (2016),2.5,1
"Bobby Jones, Stroke of Genius (2004)",2.5,1
Body Double (1984),2.5,1
Bollywood/Hollywood (2002),2.5,1
Boundaries (2018),2.5,1
"Brain Smasher... A Love Story (Bouncer and the Lady, The) (1993)",2.5,1
Brainstorm (2001),2.5,1
"Brother from Another Planet, The (1984)",2.5,1
Buck Rogers in the 25th Century (1979),2.5,1
"Bucket Of Blood, A (1959)",2.5,1
Buddy Boy (1999),2.5,1
Burlesque (2010),2.5,1
Career Opportunities (1991),2.5,1
Cherrybomb (2009),2.5,1
Clara's Heart (1988),2.5,1
Cold Creek Manor (2003),2.5,1
Cold in July (2014),2.5,1
Comic Book: The Movie (2004),2.5,1
"Company Men, The (2010)",2.5,1
Conception (2011),2.5,1
Coriolanus (2011),2.5,1
Craig Ferguson: Tickle Fight (2017),2.5,1
Crime Busters (1977),2.5,1
"Crimson Rivers 2: Angels of the Apocalypse (Rivières pourpres II - Les anges de l'apocalypse, Les) (2004)",2.5,1
Crush (2001),2.5,1
Cyrus (2010),2.5,1
D.O.A. (1950),2.5,1
Dampfnudelblues (2013),2.5,1
Dark Star (1974),2.5,1
"Darkman II: Return of Durant, The (1995)",2.5,1
"Debt, The (2011)",2.5,1
Desierto (2016),2.5,1
Dirty 30 (2016),2.5,1
Dobermann (1997),2.5,1
Dolls (1987),2.5,1
Dominion: Prequel to the Exorcist (2005),2.5,1
"Door in the Floor, The (2004)",2.5,1
"Double Life, A (1947)",2.5,1
Dreamer: Inspired by a True Story (2005),2.5,1
Duplicity (2009),2.5,1
Dust (2001),2.5,1
Dutch (1991),2.5,1
Ethel & Ernest (2016),2.5,1
"Extraordinary Adventures of Adèle Blanc-Sec, The (2010)",2.5,1
Extraordinary Tales (2015),2.5,1
Eye See You (D-Tox) (2002),2.5,1
"Fallen Idol, The (1948)",2.5,1
Father Hood (1993),2.5,1
Final Analysis (1992),2.5,1
"For a Good Time, Call... (2012)",2.5,1
Fortress (1992),2.5,1
Foxy Brown (1974),2.5,1
Frances Ha (2012),2.5,1
"Friend Is a Treasure, A (Chi Trova Un Amico, Trova un Tesoro) (Who Finds a Friend Finds a Treasure) (1981)",2.5,1
"Frisco Kid, The (1979)",2.5,1
Futureworld (1976),2.5,1
Game 6 (2005),2.5,1
"Gamers, The: Dorkness Rising (2008)",2.5,1
Ghost in the Shell Arise - Border 1: Ghost Pain (2013),2.5,1
Ghost in the Shell Arise - Border 2: Ghost Whispers (2013),2.5,1
Goat (2016),2.5,1
Godzilla vs. Mechagodzilla (Gojira tai Mekagojira) (1974),2.5,1
Going in Style (1979),2.5,1
Gotcha! (1985),2.5,1
Gotti (1996),2.5,1
Grand Theft Parsons (2003),2.5,1
"Greatest Story Ever Told, The (1965)",2.5,1
Greedy (1994),2.5,1
Guardians (2016),2.5,1
Headshot (2011),2.5,1
Heartbreaker (L'Arnacoeur) (2010),2.5,1
Heartless (2009),2.5,1
Hello Again (1987),2.5,1
Hellraiser III: Hell on Earth (1992),2.5,1
Her Alibi (1989),2.5,1
Hideous Kinky (1998),2.5,1
Hit by Lightning (2014),2.5,1
"Horde, The (La Horde) (2009)",2.5,1
Humpday (2009),2.5,1
"Hunting of the President, The (2004)",2.5,1
"I Love You, Beth Cooper (2009)",2.5,1
I Think I Love My Wife (2007),2.5,1
If These Walls Could Talk (1996),2.5,1
Imperium (2016),2.5,1
In Love and War (1996),2.5,1
Inhale (2010),2.5,1
Interview (2007),2.5,1
"Invisible Man Returns, The (1940)",2.5,1
J. Edgar (2011),2.5,1
Janie Jones (2010),2.5,1
Jersey Boys (2014),2.5,1
Jimmy Carr: Making People Laugh (2010),2.5,1
Jimmy Hollywood (1994),2.5,1
Judd Apatow: The Return (2017),2.5,1
"Judge, The (2014)",2.5,1
Kickboxer (1989),2.5,1
Killshot (2008),2.5,1
King Solomon's Mines (1937),2.5,1
King Solomon's Mines (1985),2.5,1
King's Ransom (2005),2.5,1
Kiss me Kismet (2006),2.5,1
Last of the Dogmen (1995),2.5,1
"Late Shift, The (1996)",2.5,1
"Ledge, The (2011)",2.5,1
Leprechaun 2 (1994),2.5,1
Let It Be Me (1995),2.5,1
"Liar's Autobiography: The Untrue Story of Monty Python's Graham Chapman, A (2012)",2.5,1
Life Eternal (2015),2.5,1
Like Mike (2002),2.5,1
Little Ashes (2008),2.5,1
"Little Drummer Boy, The (1968)",2.5,1
Little Nemo: Adventures in Slumberland (1992),2.5,1
London Town (2016),2.5,1
"Lords of Salem, The (2012)",2.5,1
Lust for Life (1956),2.5,1
Macbeth (2015),2.5,1
"Mack, The (1973)",2.5,1
"Maiden Heist, The (2009)",2.5,1
"Man with the Iron Fists, The (2012)",2.5,1
"Man, The (2005)",2.5,1
Masked & Anonymous (2003),2.5,1
Me Without You (2001),2.5,1
Memories of Me (1988),2.5,1
"Meteor Man, The (1993)",2.5,1
Metropia (2009),2.5,1
Mischief (1985),2.5,1
Miss Meadows (2014),2.5,1
"Money Money Money (L'aventure, c'est l'aventure) (1972)",2.5,1
Mongol (2007),2.5,1
Monument Ave. (1998),2.5,1
Moonwalkers (2015),2.5,1
Mozart and the Whale (2005),2.5,1
Mulan II (2004),2.5,1
Munna bhai M.B.B.S. (2003),2.5,1
My Girl 2 (1994),2.5,1
"New York, New York (1977)",2.5,1
Night and Day (1946),2.5,1
Night of the Lepus (1972),2.5,1
"Nines, The (2007)",2.5,1
No Such Thing (2001),2.5,1
"Norm Macdonald: Hitler's Dog, Gossip & Trickery (2017)",2.5,1
Not Suitable for Children (2012),2.5,1
"OH in Ohio, The (2006)",2.5,1
"Oh, God! You Devil (1984)",2.5,1
Once Upon a Time in China II (Wong Fei-hung Ji Yi: Naam yi dong ji keung) (1992),2.5,1
Only Yesterday (Omohide poro poro) (1991),2.5,1
Open Water 2: Adrift (2006),2.5,1
Other People's Money (1991),2.5,1
Out Cold (1989),2.5,1
Over the Garden Wall (2013),2.5,1
Overnight Delivery (1998),2.5,1
Party Monster (2003),2.5,1
Pawn Sacrifice (2015),2.5,1
"People That Time Forgot, The (1977)",2.5,1
Personal Velocity (2002),2.5,1
Pornstar: The Legend of Ron Jeremy (2001),2.5,1
Pride (2007),2.5,1
Princess (Prinsessa) (2010),2.5,1
"Puffy Chair, The (2006)",2.5,1
Purgatory (1999),2.5,1
Pusher (1996),2.5,1
Pusher II: With Blood on My Hands (2004),2.5,1
Pusher III: I'm the Angel of Death (2005),2.5,1
Ramona and Beezus (2010),2.5,1
"Rebound, The (2009)",2.5,1
Reckless Kelly (1994),2.5,1
Reign of Assassins (2010),2.5,1
Renaissance (2006),2.5,1
Requiem for the American Dream (2015),2.5,1
Returner (Ritaanaa) (2002),2.5,1
Revolution (1985),2.5,1
Rick and Morty: State of Georgia Vs. Denver Fenton Allen (2016),2.5,1
Ruby & Quentin (Tais-toi!) (2003),2.5,1
Running With Scissors (2006),2.5,1
"Russians Are Coming, the Russians Are Coming, The (1966)",2.5,1
SUBWAYStories: Tales from the Underground (1997),2.5,1
Sacrifice (Zhao shi gu er) (2010),2.5,1
Saint Ralph (2004),2.5,1
Saints and Soldiers (2003),2.5,1
Sands of Iwo Jima (1949),2.5,1
School for Scoundrels (2006),2.5,1
Secretariat (2010),2.5,1
"Seven-Per-Cent Solution, The (1976)",2.5,1
Sex Ed (2014),2.5,1
Shake Hands with the Devil (2007),2.5,1
Shakespeare Behind Bars (2005),2.5,1
"Shepherd: Border Patrol, The (2008)",2.5,1
SherryBaby (2006),2.5,1
"Shot in the Dark, A (1964)",2.5,1
Shotgun Stories (2007),2.5,1
"Sisterhood of the Traveling Pants 2, The (2008)",2.5,1
"Sky Crawlers, The (Sukai kurora) (2008)",2.5,1
Snipes (2001),2.5,1
"Snowtown (Snowtown Murders, The) (2011)",2.5,1
Someone Marry Barry (2014),2.5,1
Son of a Gun (2014),2.5,1
Sorority Babes in the Slimeball Bowl-O-Rama (1988),2.5,1
St. Trinian's (2007),2.5,1
Stand Up Guys (2012),2.5,1
Standoff (2016),2.5,1
Stargate: Continuum (2008),2.5,1
Stay Tuned (1992),2.5,1
"Stepfather, The (1987)",2.5,1
Stonewall (2015),2.5,1
Strangers with Candy (2005),2.5,1
Street Kings (2008),2.5,1
Suffragette (2015),2.5,1
SuperFly (2018),2.5,1
Sweet Liberty (1986),2.5,1
Take Me Home Tonight (2011),2.5,1
Tanguy (2001),2.5,1
The Angry Birds Movie (2016),2.5,1
The BFG (2016),2.5,1
The Circle (2016),2.5,1
The Crew (2016),2.5,1
The Dark Valley (2014),2.5,1
The Diary of Anne Frank (2009),2.5,1
The Forbidden Dance (1990),2.5,1
The Grandmother (1970),2.5,1
The Green Prince (2014),2.5,1
The Hungover Games (2014),2.5,1
The Meddler (2016),2.5,1
The Prime Gig (2000),2.5,1
The Punisher: Dirty Laundry (2012),2.5,1
The Putin Interviews (2017),2.5,1
The Quiet Family (1998),2.5,1
The Shallows (2016),2.5,1
The Trust (2016),2.5,1
Those Magnificent Men in Their Flying Machines (1965),2.5,1
Titanica (1992),2.5,1
Titicut Follies (1967),2.5,1
To Live and Die in L.A. (1985),2.5,1
Topkapi (1964),2.5,1
"Tournament, The (2009)",2.5,1
Transsiberian (2008),2.5,1
Trapped in Paradise (1994),2.5,1
Trevor Noah: African American (2013),2.5,1
Trick 'r Treat (2007),2.5,1
"Truth About Charlie, The (2002)",2.5,1
Turbo (2013),2.5,1
Undertaking Betty (Plots with a View) (2002),2.5,1
"Unintentional Kidnapping of Mrs. Elfriede Ott, The (Die Unabsichtliche Entführung der Frau Elfriede Ott) (2010)",2.5,1
Unlawful Entry (1992),2.5,1
Valhalla Rising (2009),2.5,1
Vampire Hunter D (1985),2.5,1
W. (2008),2.5,1
Wadjda (2012),2.5,1
Walk of Shame (2014),2.5,1
Walker (1987),2.5,1
Weirdsville (2007),2.5,1
Wicked City (Yôjû toshi) (1987),2.5,1
"Wild, The (2006)",2.5,1
Witch Hunt (1999),2.5,1
"Wraith, The (1986)",2.5,1
Wuthering Heights (1992),2.5,1
Year of the Dragon (1985),2.5,1
"Yellow Sea, The (a.k.a. The Murderer) (Hwanghae) (2010)",2.5,1
Youth Without Youth (2007),2.5,1
Zoom (2006),2.5,1
Zoom (2015),2.5,1
...All the Marbles (1981),2.0,1
1969 (1988),2.0,1
A Christmas Story Live! (2017),2.0,1
A Merry Friggin' Christmas (2014),2.0,1
"Abandoned, The (2006)",2.0,1
Above the Rim (1994),2.0,1
Across the Hall (2009),2.0,1
Adanggaman (2000),2.0,1
Alex and Emma (2003),2.0,1
Alias Betty (Betty Fisher et autres histoires) (2001),2.0,1
Always Watching: A Marble Hornets Story (2015),2.0,1
Amateur (1994),2.0,1
"American Carol, An (2008)",2.0,1
And So It Goes (2014),2.0,1
Angie (1994),2.0,1
Anything for Love (2016),2.0,1
Apollo 18 (2011),2.0,1
Assassination Tango (2002),2.0,1
Atlas Shrugged: Part 1 (2011),2.0,1
Audrey Rose (1977),2.0,1
Bad Karma (2012),2.0,1
Balls Out: Gary the Tennis Coach (2009),2.0,1
"Barefoot Executive, The (1971)",2.0,1
Barney's Great Adventure (1998),2.0,1
"Batman/Superman Movie, The (1998)",2.0,1
Battle Planet (2008),2.0,1
Beautiful Creatures (2000),2.0,1
Beautiful Creatures (2013),2.0,1
Beauty Shop (2005),2.0,1
Bedazzled (1967),2.0,1
Behind Enemy Lines II: Axis of Evil (2006),2.0,1
Betsy's Wedding (1990),2.0,1
Better Living Through Circuitry (1999),2.0,1
Beyond the Sea (2004),2.0,1
Big Momma's House 2 (2006),2.0,1
Biker Boyz (2003),2.0,1
Billy Bathgate (1991),2.0,1
Billy Jack Goes to Washington (1977),2.0,1
"Birth of a Nation, The (1915)",2.0,1
Black Christmas (2006),2.0,1
Blame It on the Bellboy (1992),2.0,1
Blaze (1989),2.0,1
Bleeder (1999),2.0,1
Blind Date (1984),2.0,1
Blood: The Last Vampire (2009),2.0,1
Blue Juice (1995),2.0,1
Boniface's Holiday (1965),2.0,1
Book of Love (1990),2.0,1
Born in East L.A. (1987),2.0,1
"Boys, The (1998)",2.0,1
Brake (2012),2.0,1
"Brandon Teena Story, The (1998)",2.0,1
"Brass Teapot, The (2012)",2.0,1
Bring It On: All or Nothing (2006),2.0,1
Bring It On: Fight to the Finish (2009),2.0,1
Bustin' Loose (1981),2.0,1
By the Gun (2014),2.0,1
Camino (2016),2.0,1
"Captive, The (2014)",2.0,1
Catch That Kid (2004),2.0,1
Chairman of the Board (1998),2.0,1
"Chase, The (1994)",2.0,1
Chasing Papi (a.k.a. Papi Chulo) (2003),2.0,1
Chopper (2000),2.0,1
Christopher Columbus: The Discovery (1992),2.0,1
Cirque du Freak: The Vampire's Assistant (2009),2.0,1
Class Action (1991),2.0,1
Club Paradise (1986),2.0,1
Cold Comes the Night (2013),2.0,1
Comic-Con Episode IV: A Fan's Hope (2011),2.0,1
Company Man (2000),2.0,1
"Company of Wolves, The (1984)",2.0,1
"Couch Trip, The (1988)",2.0,1
Crimewave (1985),2.0,1
Critical Care (1997),2.0,1
Crossing Over (2009),2.0,1
D.A.R.Y.L. (1985),2.0,1
Dad's Army (2016),2.0,1
Daddy Long Legs (1919),2.0,1
Daffy Duck's Quackbusters (1988),2.0,1
"Dark Half, The (1993)",2.0,1
Dark Places (2015),2.0,1
Date and Switch (2014),2.0,1
Day for Night (La Nuit Américaine) (1973),2.0,1
"Day of the Locust, The (1975)",2.0,1
"Deal, The (2008)",2.0,1
Death Smiles on a Murderer (1973),2.0,1
"Delta Force, The (1986)",2.0,1
Despite the Falling Snow (2016),2.0,1
Dog Park (1998),2.0,1
Domestic Disturbance (2001),2.0,1
Dragon Ball GT: A Hero's Legacy (Doragon bôru GT: Gokû gaiden! Yûki no akashi wa sû-shin-chû) (1997),2.0,1
Dragon Blade (2015),2.0,1
Dream a Little Dream (1989),2.0,1
Drift (2013),2.0,1
"Eagle, The (2011)",2.0,1
Echelon Conspiracy (2009),2.0,1
Elsa & Fred (2014),2.0,1
"English Teacher, The (2013)",2.0,1
Entourage (2015),2.0,1
Every Secret Thing (2014),2.0,1
Everybody's Famous! (Iedereen beroemd!) (2000),2.0,1
Extreme Days (2001),2.0,1
Fallen Angels (Duo luo tian shi) (1995),2.0,1
Fay Grim (2006),2.0,1
Ffolkes (1979),2.0,1
"Fiendish Plot of Dr. Fu Manchu, The (1980)",2.0,1
Fire and Ice (2008),2.0,1
"Fireworks, Should We See It from the Side or the Bottom? (2017)",2.0,1
Flowers for Algernon (2000),2.0,1
Flyboys (2006),2.0,1
For the Boys (1991),2.0,1
Frankenstein (2015),2.0,1
Freedomland (2006),2.0,1
Freezer (2014),2.0,1
Friday the 13th Part VII: The New Blood (1988),2.0,1
Full Moon in Blue Water (1988),2.0,1
Fullmetal Alchemist: The Sacred Star of Milos (2011),2.0,1
"Funhouse, The (1981)",2.0,1
G.I. Joe: The Movie (1987),2.0,1
Garm Wars: The Last Druid (2014),2.0,1
Geostorm (2017),2.0,1
Get on the Bus (1996),2.0,1
Gimme Danger (2016),2.0,1
Girls! Girls! Girls! (1962),2.0,1
Gleaming the Cube (1989),2.0,1
God Loves Caviar (2012),2.0,1
Godzilla vs. Mothra (Mosura tai Gojira) (1964),2.0,1
"Grandmaster, The (Yi dai zong shi) (2013)",2.0,1
"Guardian, The (1990)",2.0,1
Guinevere (1999),2.0,1
Gulliver's Travels (1996),2.0,1
Guyver: Dark Hero (1994),2.0,1
Halloween 4: The Return of Michael Myers (1988),2.0,1
Hamburger Hill (1987),2.0,1
Hamlet 2 (2008),2.0,1
Hard Promises (1991),2.0,1
Harrison Bergeron (1995),2.0,1
"He Said, She Said (1991)",2.0,1
Hell Comes to Frogtown (1988),2.0,1
Hell Ride (2008),2.0,1
Henry's Crime (2010),2.0,1
Hey Arnold! The Movie (2002),2.0,1
Hiding Out (1987),2.0,1
High School Musical 2 (2007),2.0,1
High Spirits (1988),2.0,1
"Hollywood Knights, The (1980)",2.0,1
Hot Dog... The Movie (1984),2.0,1
Houdini (2014),2.0,1
House of Cards (1993),2.0,1
Houseboat (1958),2.0,1
Howling II: Your Sister Is a Werewolf (1985),2.0,1
Hyde Park on Hudson (2012),2.0,1
Hyena Road,2.0,1
I Kill Giants (2018),2.0,1
I Never Promised You a Rose Garden (1977),2.0,1
I Shot Jesse James (1949),2.0,1
If I Stay (2014),2.0,1
If Looks Could Kill (1991),2.0,1
"Ilsa, She Wolf of the SS (1974)",2.0,1
Into the Forest (2015),2.0,1
Ishtar (1987),2.0,1
It Came from Hollywood (1982),2.0,1
Jack Reacher: Never Go Back (2016),2.0,1
"January Man, The (1989)",2.0,1
Jeff Dunham: All Over the Map (2014),2.0,1
Jetsons: The Movie (1990),2.0,1
Jonah: A VeggieTales Movie (2002),2.0,1
Just Visiting (2001),2.0,1
Justin and the Knights of Valour (2013),2.0,1
K-9 (1989),2.0,1
Kickin It Old Skool (2007),2.0,1
Kidnapping Mr. Heineken (2015),2.0,1
King Kong Lives (1986),2.0,1
Krabat (2008),2.0,1
Late Night with Conan O'Brien: The Best of Triumph the Insult Comic Dog (2004),2.0,1
"Legend of Sleepy Hollow, The (1949)",2.0,1
Leprechaun 3 (1995),2.0,1
Let's Get Harry (1986),2.0,1
Leviathan (2014),2.0,1
Little Darlings (1980),2.0,1
Loose Cannons (1990),2.0,1
"Lords of Flatbush, The (1974)",2.0,1
Lost in the Sun (2015),2.0,1
Lovesick (2014),2.0,1
Made in Dagenham (2010),2.0,1
Maggie (2015),2.0,1
Maggie's Plan (2015),2.0,1
Major Dundee (1965),2.0,1
Making the Grade (1984),2.0,1
"Mambo Kings, The (1992)",2.0,1
Man Trouble (1992),2.0,1
Material Girls (2006),2.0,1
Me Him Her (2015),2.0,1
Meet the Applegates (1991),2.0,1
"Men, Women & Children (2014)",2.0,1
Mental (2012),2.0,1
Mercury Plains (2016),2.0,1
Mickey's The Prince and the Pauper (1990),2.0,1
Mobsters (1991),2.0,1
Mojave (2015),2.0,1
Mom and Dad Save the World (1992),2.0,1
Mondo Cane (1962),2.0,1
Morons From Outer Space (1985),2.0,1
Mortuary (1983),2.0,1
My Big Fat Greek Wedding 2 (2016),2.0,1
My Bloody Valentine 3-D (2009),2.0,1
My Life in Ruins (2009),2.0,1
My Tutor (1983),2.0,1
Nightbreed (1990),2.0,1
No Way Jose (2015),2.0,1
North Pole: Open For Christmas (2015),2.0,1
Northmen - A Viking Saga (2014),2.0,1
"Omega Code, The (1999)",2.0,1
Omega Doom (1996),2.0,1
On a Clear Day (2005),2.0,1
One-Way Ticket to Mombasa (Menolippu Mombasaan) (2002),2.0,1
Parental Guidance (2012),2.0,1
Partisan (2015),2.0,1
Pawn (2013),2.0,1
"Pest, The (1997)",2.0,1
Phantasm III: Lord of the Dead (1994),2.0,1
Phil Spector (2013),2.0,1
Pie in the Sky (1996),2.0,1
Piglet's Big Movie (2003),2.0,1
Piranha II: The Spawning (1981),2.0,1
Plastic (2014),2.0,1
Playing It Cool (2014),2.0,1
Pocahontas II: Journey to a New World (1998) ,2.0,1
Poker Night (2014),2.0,1
Powder Blue (2009),2.0,1
Prime Suspect: The Lost Child (1995),2.0,1
Primeval (2007),2.0,1
Project X (1968),2.0,1
"Protector, The (1985)",2.0,1
"Public Eye, The (1992)",2.0,1
Puppet Master 4 (1993),2.0,1
Puppet Master 5: The Final Chapter (1994),2.0,1
Pushing Hands (Tui shou) (1992),2.0,1
"Queen of Versailles, The (2012)",2.0,1
Racing Stripes (2005),2.0,1
Rage of Honor (1987),2.0,1
"Raven, The (2012)",2.0,1
Redemption (Hummingbird) (2013),2.0,1
Revenge for Jolly! (2012),2.0,1
Ricki and the Flash (2015),2.0,1
Robinson Crusoe on Mars (1964),2.0,1
Rock the Kasbah (2015),2.0,1
Rock-A-Doodle (1991),2.0,1
Roll Bounce (2005),2.0,1
Rollo and the Woods Sprite (Rölli ja metsänhenki) (2001),2.0,1
"Roommate, The (2011)",2.0,1
Sandy Wexler (2017),2.0,1
Seeking Justice (2011),2.0,1
Senseless (1998),2.0,1
Shanghai Surprise (1986),2.0,1
Shrink (2009),2.0,1
Sky High (2003),2.0,1
Sleepwalkers (1992),2.0,1
Slow Learners (2015),2.0,1
Solace (2015),2.0,1
Space Truckers (1996),2.0,1
Spring Forward (1999),2.0,1
"Spy Next Door, The (2010)",2.0,1
Squirm (1976),2.0,1
St Trinian's 2: The Legend of Fritton's Gold (2009),2.0,1
Start the Revolution Without Me (1970),2.0,1
Stoked: The Rise and Fall of Gator (2002),2.0,1
Stoned (2005),2.0,1
Sunflower (Xiang ri kui) (2005),2.0,1
"Super, The (1991)",2.0,1
Swelter (2014),2.0,1
Tapeheads (1988),2.0,1
Tarzan and the Lost City (1998),2.0,1
Taxi 4 (2007),2.0,1
Teenage Mutant Ninja Turtles: Out of the Shadows (2016),2.0,1
Teeth (2007),2.0,1
Teknolust (2002),2.0,1
Texas Rangers (2001),2.0,1
That Demon Within (2014),2.0,1
The Adderall Diaries (2015),2.0,1
The D Train (2015),2.0,1
The Devil's Candy (2015),2.0,1
The Gambler (2014),2.0,1
The Nut Job 2: Nutty by Nature (2017),2.0,1
The Runner (2015),2.0,1
The Shining (1997),2.0,1
The Squeeze (2015),2.0,1
Them (Ils) (2006),2.0,1
They Came Together (2014),2.0,1
Thumbelina (1994),2.0,1
Tiger Raid (2016),2.0,1
Tornado! (1996),2.0,1
Trapped (2002),2.0,1
Treasure Island (2012),2.0,1
Tremors 4: The Legend Begins (2004),2.0,1
"Trigger Effect, The (1996)",2.0,1
"Trip, The (2002)",2.0,1
"Triumph of Love, The (2001)",2.0,1
"Tuskegee Airmen, The (1995)",2.0,1
Twin Falls Idaho (1999),2.0,1
Tyler Perry's Daddy's Little Girls (2007),2.0,1
"Ugly, The (1997)",2.0,1
Ultimate Avengers 2 (2006),2.0,1
"Unforgettable Summer, An (Un été inoubliable) (1994)",2.0,1
V. I. Warshawski (1991),2.0,1
Venom (1982),2.0,1
"Visit, The (2000)",2.0,1
Wagons East (1994),2.0,1
"Walk, Don't Run (1966)",2.0,1
"Walker, The (2007)",2.0,1
What Time Is It There? (Ni neibian jidian) (2001),2.0,1
White Water Summer (1987),2.0,1
Why Do Fools Fall In Love? (1998),2.0,1
Wild Oats (2016),2.0,1
Without Warning (a.k.a. Alien Warning) (a.k.a. It Came Without Warning) (1980),2.0,1
"Wiz, The (1978)",2.0,1
Wizards (1977),2.0,1
Women in Trouble (2009),2.0,1
Zipper (2015),2.0,1
Zone 39 (1997),2.0,1
'Tis the Season for Love (2015),1.5,1
Alex Cross (2012),1.5,1
All Roads Lead to Rome (2016),1.5,1
All is Bright (2013),1.5,1
American Buffalo (1996),1.5,1
American Heist (2015),1.5,1
Americathon (1979),1.5,1
Anti-Social (2015),1.5,1
Are We Done Yet? (2007),1.5,1
At Middleton (2013),1.5,1
"Baby, The (1973)",1.5,1
Bartleby (2001),1.5,1
Beach Blanket Bingo (1965),1.5,1
Better Living Through Chemistry (2014),1.5,1
"Big Bang, The (2011)",1.5,1
Blankman (1994),1.5,1
Bloodsport III (1996),1.5,1
Blue Steel (1990),1.5,1
Boxcar Bertha (1972),1.5,1
Brave New World (1998),1.5,1
Brick Mansions (2014),1.5,1
Bring It On: In It To Win It (2007),1.5,1
Brown Sugar (2002),1.5,1
Bullet to the Head (2012),1.5,1
Bunraku (2010),1.5,1
"Call, The (2013)",1.5,1
Careful What You Wish For (2015),1.5,1
Cesar Chavez (2014),1.5,1
Charlie Countryman (2013),1.5,1
Christmas in Connecticut (1992),1.5,1
Class Act (1992),1.5,1
Collision Course (1989),1.5,1
Colonia (2016),1.5,1
Cop (1988),1.5,1
Cop and ½ (1993),1.5,1
"Counselor, The (2013)",1.5,1
Creep 2 (2017),1.5,1
Dark Tide (2012),1.5,1
Dead or Alive: Final (2002),1.5,1
Deadfall (2012),1.5,1
"Dennis the Menace Christmas, A (2007)",1.5,1
Disconnect (2012),1.5,1
"Double, The (2011)",1.5,1
Dr. Terror's House of Horrors (1965),1.5,1
Drive Hard (2014),1.5,1
Dying of the Light (2014),1.5,1
Eaten Alive (1977),1.5,1
Exposed (2016),1.5,1
Faces of Death 3 (1985),1.5,1
Feds (1988),1.5,1
Ferdinand (2017),1.5,1
Fire and Ice (1983),1.5,1
Fire with Fire (2012),1.5,1
Flatfoot on the Nile (Piedone d'Egitto) (1980),1.5,1
Frosty the Snowman (1969),1.5,1
Gabriel Iglesias: Hot and Fluffy (2007),1.5,1
Generation X (1996),1.5,1
Ghoulies II (1987),1.5,1
Gigli (2003),1.5,1
Gone (2012),1.5,1
"Good Son, The (1993)",1.5,1
Greenfingers (2000),1.5,1
Hardware (1990),1.5,1
Hitman: Agent 47 (2015),1.5,1
Hot Pursuit (2015),1.5,1
How to Make Love to a Woman (2010),1.5,1
Humanoids from the Deep (1980),1.5,1
I Am Wrath (2016),1.5,1
I Don't Know How She Does It (2011),1.5,1
I'll Be Home For Christmas (1998),1.5,1
I'll Follow You Down (2013),1.5,1
In Hell (2003),1.5,1
In the Electric Mist (2009),1.5,1
Infini (2015),1.5,1
Into the Grizzly Maze (2015),1.5,1
